12_Mar,0.3301,0.0993,0.1067,0.1464,0.0199,0.0993,0.0,0.0149,0.0794,0.0323,0.1241,0.0893,0.0943,0.0596,0.0273,0.0074
13_Mar,0.3407,0.0942,0.0803,0.133,0.0332,0.108,0.0028,0.0416,0.0914,0.0443,0.133,0.1247,0.072,0.0305,0.0055,0.0055
14_Mar,0.3311,0.0828,0.0695,0.1689,0.0199,0.0894,0.0,0.0066,0.1026,0.0364,0.1126,0.0728,0.1026,0.0695,0.0265,0.0397
15_Mar,0.3762,0.0792,0.066,0.2178,0.0132,0.1023,0.0099,0.0132,0.1122,0.0198,0.1254,0.0759,0.0759,0.0462,0.0264,0.0165
16_Mar,0.36610000000000004,0.0789,0.0837,0.2033,0.0287,0.1316,0.0024,0.0215,0.1053,0.0191,0.1053,0.067,0.0694,0.0407,0.0215,0.0215
17_Mar,0.391,0.0844,0.0644,0.1889,0.0156,0.1289,0.0022,0.0067,0.0844,0.04,0.1622,0.06,0.0911,0.0378,0.0133,0.02
